POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,prasidh krishna,137.0,5,11,48,0,0,1,3.5,0,GT
2,jos buttler,128.0,5,0,0,24,9,8,10.5,0,GT
3,anshul kamboj,127.0,5,10,43,2,1,1,0.0,0,CSK
4,ishan kishan,122.5,5,0,0,22,12,4,7.0,1,SRH
5,rajat patidar,119.5,5,0,0,12,21,4,0.0,0,RCB
6,shubman gill,116.5,4,0,0,24,10,5,0.0,0,GT
7,vaibhav sooryavanshi,114.0,5,0,0,18,18,0,0.0,0,RR
8,prince yadav,112.5,4,9,44,0,0,1,0.0,0,LSG
9,jofra archer,112.5,5,7,49,0,0,3,7.0,0,RR
10,kagiso rabada,111.0,5,7,47,1,2,1,0.0,0,GT
11,prabhsimran singh,110.5,5,0,0,22,11,3,3.5,0,PBKS
12,dhruv jurel,104.5,5,0,0,17,8,7,10.5,0,RR
13,ravi bishnoi,104.0,5,9,28,0,0,4,0.0,0,RR
14,virat kohli,104.0,5,0,0,25,8,3,0.0,0,RCB
15,bhuvneshwar kumar,103.0,5,7,43,1,0,1,0.0,0,RCB
16,rashid khan,98.0,5,6,43,3,0,1,0.0,0,GT
17,jamie overton,97.0,4,5,25,7,4,1,0.0,0,CSK
18,shreyas iyer,95.5,5,0,0,14,14,1,0.0,0,PBKS
19,sunil narine,95.0,5,4,48,2,4,0,0.0,0,KKR
20,nitish kumar reddy,94.5,5,2,15,7,10,4,0.0,0,SRH
21,mohammad shami,94.5,5,4,58,1,1,1,0.0,0,LSG
22,vaibhav arora,94.5,6,7,43,0,0,1,0.0,0,KKR
23,mohammed siraj,94.5,5,5,52,0,0,3,0.0,0,GT
24,yashasvi jaiswal,93.5,5,0,0,19,10,2,0.0,0,RR
25,ashok sharma,89.5,5,6,45,0,0,1,0.0,0,GT
26,arshdeep singh,88.5,5,5,43,0,0,3,0.0,0,PBKS
27,angkrish raghuvanshi,88.0,6,0,0,22,7,1,0.0,0,KKR
28,sanju samson,87.5,5,0,0,21,8,0,0.0,0,CSK
29,kartik tyagi,86.5,6,5,38,1,1,3,0.0,0,KKR
30,krunal pandya,83.5,5,7,32,0,0,1,0.0,0,RCB
31,devdutt padikkal,82.0,5,0,0,16,6,6,0.0,0,RCB
32,ayush mhatre,82.0,5,0,0,15,11,0,0.0,0,CSK
33,nandre burger,81.0,5,5,46,0,0,0,0.0,0,RR
34,eshan malinga,79.0,5,5,31,0,0,1,10.5,0,SRH
35,mukesh kumar,78.5,4,4,36,0,0,3,7.0,0,DC
36,jacob duffy,77.5,3,6,30,0,0,1,0.0,0,RCB
37,sarfaraz khan,77.5,5,0,0,17,6,3,3.5,0,CSK
38,sameer rizvi,77.0,4,0,0,13,11,0,0.0,0,DC
39,abhishek sharma,75.5,5,0,2,9,13,1,0.0,0,SRH
40,cameron green,75.5,6,1,7,12,6,3,0.0,0,KKR
41,xavier bartlett,75.0,5,4,31,0,1,5,0.0,0,PBKS
42,tim david,74.5,5,0,1,9,13,1,0.0,0,RCB
43,heinrich klaasen,74.0,5,0,0,13,8,3,0.0,0,SRH
44,phil salt,73.5,5,0,0,12,8,5,0.0,0,RCB
45,hardik pandya,73.5,4,2,20,11,2,2,0.0,0,MI
46,harsh dubey,73.0,5,5,28,2,0,2,0.0,0,SRH
47,sai sudharsan,72.5,5,0,0,17,5,1,7.0,0,GT
48,lungisani ngidi,72.0,4,5,34,0,0,0,0.0,0,DC
49,sandeep sharma,71.5,5,5,29,0,0,3,0.0,0,RR
50,noor ahmad,70.0,5,4,28,0,1,3,0.0,0,CSK
51,ryan rickelton,70.0,5,0,0,9,12,1,0.0,0,MI
52,avesh khan,70.0,4,5,30,1,0,1,0.0,0,LSG
53,vyshak vijaykumar,69.0,5,5,24,0,0,0,7.0,0,PBKS
54,anukul roy,68.5,6,4,26,1,0,2,7.0,0,KKR
55,aiden markram,67.5,5,0,4,14,6,3,0.0,0,LSG
56,priyansh arya,66.5,4,0,0,10,11,0,0.0,0,PBKS
57,shivang kumar,65.5,4,4,26,2,0,0,3.5,0,SRH
58,cooper connolly,65.0,5,0,0,13,7,2,0.0,0,PBKS
59,shardul thakur,64.5,5,6,17,1,0,0,0.0,0,MI
60,rohit sharma,63.5,4,0,0,13,8,0,0.0,0,MI
61,washington sundar,62.5,5,1,7,12,3,2,0.0,0,GT
62,rasikh dar,61.5,2,5,21,0,0,1,0.0,0,RCB
63,marco jansen,61.5,5,3,32,0,1,2,0.0,0,PBKS
64,jaydev unadkat,61.5,4,4,23,0,0,3,0.0,0,SRH
65,mukul choudhary,60.5,5,0,0,8,10,1,0.0,0,LSG
66,pathum nissanka,59.0,4,0,0,17,4,1,0.0,0,DC
67,ravindra jadeja,58.5,5,3,14,7,0,1,3.5,0,RR
68,khaleel ahmed,57.0,5,2,43,0,0,0,0.0,0,CSK
69,ajinkya rahane,57.0,6,0,0,8,9,1,0.0,0,KKR
70,travis head,56.5,5,0,0,17,4,0,0.0,0,SRH
71,rishabh pant,56.0,5,0,0,13,1,4,7.0,0,LSG
72,suyash sharma,56.0,4,4,28,0,0,0,0.0,0,RCB
73,shivam dube,55.5,5,1,2,10,4,3,0.0,0,CSK
74,k l rahul,55.5,4,0,0,13,5,1,0.0,0,DC
75,tushar deshpande,54.5,3,3,17,0,3,1,3.5,0,RR
76,sherfane rutherford,54.0,5,0,0,4,11,1,0.0,0,MI
77,quinton de kock,54.0,1,0,0,8,7,1,0.0,0,MI
78,digvesh singh,50.0,4,3,24,0,0,2,0.0,0,LSG
79,t natarajan,50.0,4,4,19,0,0,0,0.0,0,DC
80,romario shepherd,48.0,5,3,7,3,2,1,0.0,0,RCB
81,praful hinge,47.5,1,4,14,0,0,1,0.0,0,SRH
82,axar patel,47.5,4,3,24,0,0,1,0.0,0,DC
83,jasprit bumrah,47.5,5,0,38,1,0,0,7.0,0,MI
84,mitchell marsh,47.0,5,0,0,9,7,0,0.0,0,LSG
85,finn allen,46.5,5,0,0,13,4,0,0.0,0,KKR
86,ayush badoni,46.0,5,0,0,13,3,0,0.0,0,LSG
87,am ghazanfar,46.0,3,4,18,0,0,0,0.0,0,MI
88,naman dhir,45.5,5,0,0,9,5,1,0.0,0,MI
89,sakib hussain,45.0,1,4,14,0,0,0,0.0,0,SRH
90,yuzvendra chahal,45.0,5,3,19,0,0,2,0.0,0,PBKS
91,josh hazlewood,44.5,2,3,21,0,0,1,0.0,0,RCB
92,shashank singh,44.5,5,3,10,3,1,1,0.0,0,PBKS
93,blessing muzarabani,44.0,2,4,13,0,0,0,0.0,0,KKR
94,kuldeep yadav,44.0,4,3,18,0,0,2,0.0,0,DC
95,rovman powell,43.5,4,0,0,7,6,2,0.0,0,KKR
96,surya kumar yadav,43.5,5,0,0,11,3,1,0.0,0,MI
97,riyan parag,42.0,5,2,4,3,4,1,0.0,0,RR
98,tristan stubbs,42.0,4,0,0,7,4,3,0.0,0,DC
99,abhinandan singh,41.0,3,3,15,0,0,2,0.0,0,RCB
