POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,yashasvi jaiswal,86.5,3,0,0,19,8,2,0.0,0,RR
2,ravi bishnoi,78.5,3,7,19,0,0,3,0.0,0,RR
3,sameer rizvi,74.5,2,0,0,12,11,0,0.0,0,DC
4,devdutt padikkal,69.5,2,0,0,12,6,5,0.0,0,RCB
5,nitish kumar reddy,69.0,3,2,11,7,6,1,0.0,0,SRH
6,vaibhav sooryavanshi,66.5,3,0,0,10,11,0,0.0,0,RR
7,anshul kamboj,66.5,3,5,23,2,1,0,0.0,0,CSK
8,jofra archer,63.5,3,3,28,0,0,3,7.0,0,RR
9,sarfaraz khan,63.0,3,0,0,16,4,1,3.5,0,CSK
10,dhruv jurel,62.5,3,0,0,9,5,5,7.0,0,RR
11,ishan kishan,62.5,3,0,0,11,5,2,7.0,1,SRH
12,jacob duffy,58.0,2,5,20,0,0,0,0.0,0,RCB
13,jaydev unadkat,57.5,3,4,19,0,0,3,0.0,0,SRH
14,harsh dubey,57.0,3,4,19,2,0,2,0.0,0,SRH
15,rohit sharma,55.0,3,0,0,11,7,0,0.0,0,MI
16,vyshak vijaykumar,54.0,3,5,16,0,0,0,0.0,0,PBKS
17,prasidh krishna,53.5,2,4,20,0,0,1,0.0,0,GT
18,heinrich klaasen,52.5,3,0,0,11,4,2,0.0,0,SRH
19,nandre burger,52.0,3,4,24,0,0,0,0.0,0,RR
20,eshan malinga,52.0,3,3,18,0,0,1,10.5,0,SRH
21,ryan rickelton,52.0,3,0,0,6,9,1,0.0,0,MI
22,prince yadav,51.5,2,4,21,0,0,1,0.0,0,LSG
23,mohammed shami,51.0,2,3,30,0,0,0,0.0,0,LSG
24,xavier bartlett,51.0,3,3,24,0,1,1,0.0,0,PBKS
25,bhuvneshwar kumar,51.0,2,4,20,0,0,0,0.0,0,RCB
26,cooper connolly,50.5,3,0,0,11,5,1,0.0,0,PBKS
27,angkrish raghuvanshi,50.0,3,0,0,12,4,0,0.0,0,KKR
28,mukesh kumar,49.5,2,2,21,0,0,3,7.0,0,DC
29,kagiso rabada,48.5,2,3,18,1,2,0,0.0,0,GT
30,lungi ngidi,48.0,2,4,17,0,0,0,0.0,0,DC
31,virat kohli,46.5,2,0,0,7,6,2,0.0,0,RCB
32,tim david,44.5,2,0,0,4,9,0,0.0,0,RCB
33,rajat patidar,44.0,2,0,0,3,9,2,0.0,0,RCB
34,blessing muzarabani,44.0,2,4,13,0,0,0,0.0,0,KKR
35,shardul thakur,43.0,3,4,12,0,0,0,0.0,0,MI
36,t natarajan,43.0,2,4,12,0,0,0,0.0,0,DC
37,rishabh pant,42.5,2,0,0,10,0,3,7.0,0,LSG
38,prabhsimran singh,42.5,3,0,0,7,5,3,0.0,0,PBKS
39,jamie overton,42.0,2,1,6,6,4,0,0.0,0,CSK
40,finn allen,41.5,3,0,0,11,4,0,0.0,0,KKR
41,sai sudharsan,41.0,2,0,0,11,3,0,0.0,0,GT
42,shivam dube,39.5,3,1,2,7,3,1,0.0,0,CSK
