POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,kagiso rabada,354.5,14,24,147,3,2,4,0.0,0,GT
2,vaibhav sooryavanshi,326.5,13,0,0,50,53,0,0.0,0,RR
3,bhuvneshwar kumar,321.5,13,24,122,3,1,1,0.0,0,RCB
4,shubman gill,304.5,13,0,0,57,30,10,2.0,0,GT
5,anshul kamboj,303.0,14,21,117,3,4,2,0.5,0,CSK
6,sai sudharsan,299.0,14,0,0,62,29,3,1.0,0,GT
7,jofra archer,288.0,13,18,131,2,0,5,1.5,0,RR
8,abhishek sharma,282.5,13,0,6,46,38,5,0.0,0,SRH
9,mohammed siraj,280.0,13,17,148,0,0,4,0.0,0,GT
10,mitchell marsh,279.5,13,0,0,51,36,4,0.0,0,LSG
11,jos buttler,276.5,14,0,0,46,24,21,1.5,1,GT
12,rashid khan,265.0,14,19,103,4,0,4,0.0,0,GT
13,ishan kishan,260.5,13,0,0,49,26,9,1.0,1,SRH
14,kartik tyagi,259.5,13,18,108,1,1,4,0.5,0,KKR
15,virat kohli,255.0,13,0,0,57,21,8,0.0,0,RCB
16,sunil narine,253.5,12,14,129,2,4,3,0.0,0,KKR
17,sanju samson,252.0,14,0,0,53,24,4,0.5,2,CSK
18,k l rahul,252.0,13,0,0,51,27,2,0.5,1,DC
19,prince yadav,244.0,12,16,116,0,0,4,0.0,0,LSG
20,eshan malinga,243.5,13,17,98,0,0,4,1.5,0,SRH
21,heinrich klaasen,242.5,13,0,0,44,25,12,0.0,0,SRH
22,ryan rickelton,240.0,11,0,0,30,37,9,0.0,0,MI
23,cooper connolly,239.5,13,0,0,39,32,4,1.0,0,PBKS
24,cameron green,233.5,13,7,44,22,17,8,0.0,0,KKR
25,dhruv jurel,230.5,13,0,0,38,19,15,2.0,1,RR
26,devdutt padikkal,229.0,13,0,0,42,23,11,1.0,0,RCB
27,prabhsimran singh,227.0,13,0,0,48,21,6,0.5,0,PBKS
28,jamie overton,223.0,10,14,60,13,6,1,0.0,0,CSK
29,nitish kumar reddy,217.0,12,7,49,15,16,9,0.0,0,SRH
30,arshdeep singh,215.0,13,14,104,0,0,4,0.0,0,PBKS
31,mohammad shami,215.0,12,10,122,2,3,3,0.0,0,LSG
32,axar patel,206.0,13,10,74,13,4,5,0.0,0,DC
33,jason holder,205.5,8,13,70,2,3,8,0.0,0,GT
34,noor ahmad,201.5,14,13,94,0,1,4,0.0,0,CSK
35,josh hazlewood,200.5,10,12,101,0,0,5,0.0,0,RCB
36,angkrish raghuvanshi,200.0,12,0,0,40,19,5,0.5,1,KKR
37,krunal pandya,198.5,13,10,64,10,9,2,0.0,0,RCB
38,yashasvi jaiswal,196.0,13,0,0,47,15,4,1.0,0,RR
39,priyansh arya,193.5,12,0,0,27,32,2,0.0,0,PBKS
40,shreyas iyer,190.0,13,0,0,28,25,7,0.0,0,PBKS
41,travis head,180.5,13,0,0,39,22,0,0.0,0,SRH
42,rajat patidar,180.0,12,0,0,18,31,7,0.0,0,RCB
43,finn allen,179.5,10,0,0,30,27,0,0.0,0,KKR
44,prasidh krishna,179.0,9,14,64,0,0,3,0.5,0,GT
45,sakib hussain,174.5,9,14,71,0,0,1,0.0,0,SRH
46,tilak varma,172.5,13,0,0,30,17,10,0.0,0,MI
47,am ghazanfar,166.5,10,14,66,0,0,1,0.0,0,MI
48,lungisani ngidi,162.5,10,10,86,0,0,0,0.5,0,DC
49,washington sundar,160.5,14,1,14,32,11,6,0.0,0,GT
50,ravindra jadeja,159.5,11,8,46,15,4,1,0.5,0,RR
51,vaibhav arora,158.5,10,11,73,0,0,2,0.5,0,KKR
52,mohsin khan,158.0,6,11,66,0,0,2,0.0,0,LSG
53,donovan ferreira,154.5,12,1,2,22,17,10,0.0,0,RR
54,varun chakaravarthy,153.0,10,10,72,0,0,2,0.0,0,KKR
55,ruturaj gaikwad,153.0,14,0,0,29,12,6,2.5,0,CSK
56,rasikh dar,152.5,9,12,60,0,0,1,0.0,0,RCB
57,marco jansen,152.0,12,7,75,1,3,6,0.0,0,PBKS
58,jasprit bumrah,151.0,13,4,111,1,0,1,1.0,0,MI
59,nandre burger,150.5,10,9,85,0,0,1,0.0,0,RR
60,anukul roy,147.5,13,8,50,2,2,9,1.0,0,KKR
61,corbin bosch,147.5,5,11,40,5,2,2,0.0,0,MI
62,brijesh sharma,145.5,10,11,66,0,0,1,0.0,0,RR
63,rishabh pant,144.5,13,0,0,27,11,10,1.5,0,LSG
64,naman dhir,144.0,13,0,0,30,13,7,0.0,0,MI
65,mukesh choudhary,142.5,8,8,72,0,0,3,1.0,0,CSK
66,riyan parag,142.0,11,2,5,19,17,4,0.0,0,RR
67,rinku singh,141.5,13,0,0,27,11,9,1.0,0,KKR
68,praful hinge,140.5,6,11,53,0,0,3,0.0,0,SRH
69,pat cummins,139.0,6,8,62,1,3,2,0.0,0,SRH
70,hardik pandya,136.5,9,4,41,18,5,2,0.0,0,MI
71,shivam dube,135.5,13,1,6,24,15,4,0.0,0,CSK
72,pathum nissanka,135.5,10,0,0,33,12,2,0.0,0,DC
73,ravi bishnoi,134.5,9,11,42,0,0,5,0.0,0,RR
74,rohit sharma,132.0,8,0,0,21,21,0,0.0,0,MI
