POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,bhuvneshwar kumar,321.5,13,24,122,3,1,1,0.0,0,RCB
2,kagiso rabada,318.0,13,21,137,3,2,3,0.0,0,GT
3,abhishek sharma,271.5,12,0,6,43,37,5,0.0,0,SRH
4,vaibhav sooryavanshi,271.0,12,0,0,43,43,0,0.0,0,RR
5,anshul kamboj,268.5,12,19,106,2,2,2,0.5,0,CSK
6,jofra archer,267.5,12,17,121,2,0,5,1.0,0,RR
7,sai sudharsan,264.5,13,0,0,55,25,3,1.0,0,GT
8,shubman gill,264.0,12,0,0,50,27,9,1.0,0,GT
9,virat kohli,255.0,13,0,0,57,21,8,0.0,0,RCB
10,k l rahul,252.0,13,0,0,51,27,2,0.5,1,DC
11,mohammed siraj,246.0,12,14,138,0,0,4,0.0,0,GT
12,jos buttler,242.0,13,0,0,41,20,19,1.5,1,GT
13,cooper connolly,239.5,13,0,0,39,32,4,1.0,0,PBKS
14,kartik tyagi,235.5,12,16,98,1,1,4,0.5,0,KKR
15,rashid khan,235.0,13,16,97,4,0,4,0.0,0,GT
16,prince yadav,235.0,11,16,107,0,0,4,0.0,0,LSG
17,sanju samson,233.5,12,0,0,48,23,4,0.5,1,CSK
18,ryan rickelton,232.5,10,0,0,29,37,7,0.0,0,MI
19,mitchell marsh,231.5,12,0,0,40,31,4,0.0,0,LSG
20,sunil narine,230.5,11,13,113,2,4,3,0.0,0,KKR
21,devdutt padikkal,229.0,13,0,0,42,23,11,1.0,0,RCB
22,ishan kishan,227.0,12,0,0,42,23,8,1.0,1,SRH
23,prabhsimran singh,227.0,13,0,0,48,21,6,0.5,0,PBKS
24,eshan malinga,226.0,12,16,90,0,0,3,1.5,0,SRH
25,jamie overton,223.0,10,14,60,13,6,1,0.0,0,CSK
26,heinrich klaasen,220.5,12,0,0,38,23,12,0.0,0,SRH
27,arshdeep singh,215.0,13,14,104,0,0,4,0.0,0,PBKS
28,mohammad shami,215.0,12,10,122,2,3,3,0.0,0,LSG
29,nitish kumar reddy,211.0,11,7,48,14,16,8,0.0,0,SRH
30,cameron green,208.0,12,5,35,22,17,7,0.0,0,KKR
31,axar patel,206.0,13,10,74,13,4,5,0.0,0,DC
32,dhruv jurel,206.0,12,0,0,35,16,15,1.5,1,RR
33,josh hazlewood,200.5,10,12,101,0,0,5,0.0,0,RCB
34,jason holder,198.5,7,13,68,2,3,6,0.0,0,GT
35,krunal pandya,198.5,13,10,64,10,9,2,0.0,0,RCB
36,angkrish raghuvanshi,197.5,12,0,0,40,19,4,0.5,1,KKR
37,priyansh arya,193.5,12,0,0,27,32,2,0.0,0,PBKS
38,shreyas iyer,190.0,13,0,0,28,25,7,0.0,0,PBKS
39,noor ahmad,183.5,12,12,83,0,1,4,0.0,0,CSK
40,rajat patidar,180.0,12,0,0,18,31,7,0.0,0,RCB
41,travis head,178.0,12,0,0,38,22,0,0.0,0,SRH
42,finn allen,174.5,9,0,0,28,27,0,0.0,0,KKR
43,prasidh krishna,173.0,8,14,63,0,0,1,0.5,0,GT
44,tilak varma,169.0,12,0,0,30,16,10,0.0,0,MI
45,yashasvi jaiswal,165.5,12,0,0,39,14,4,0.0,0,RR
46,lungisani ngidi,162.5,10,10,86,0,0,0,0.5,0,DC
47,ravindra jadeja,159.5,11,8,46,15,4,1,0.5,0,RR
48,vaibhav arora,158.5,10,11,73,0,0,2,0.5,0,KKR
49,washington sundar,157.0,13,1,14,32,10,6,0.0,0,GT
50,rasikh dar,152.5,9,12,60,0,0,1,0.0,0,RCB
51,marco jansen,152.0,12,7,75,1,3,6,0.0,0,PBKS
52,nandre burger,150.5,10,9,85,0,0,1,0.0,0,RR
53,am ghazanfar,149.0,9,13,58,0,0,0,0.0,0,MI
54,sakib hussain,148.5,8,12,59,0,0,1,0.0,0,SRH
55,donovan ferreira,146.0,11,1,2,21,16,9,0.0,0,RR
56,varun chakaravarthy,145.0,9,10,64,0,0,2,0.0,0,KKR
57,naman dhir,144.0,12,0,0,30,13,7,0.0,0,MI
58,mohsin khan,142.0,5,10,57,0,0,2,0.0,0,LSG
59,riyan parag,142.0,11,2,5,19,17,4,0.0,0,RR
60,anukul roy,139.5,12,8,47,2,2,7,1.0,0,KKR
61,brijesh sharma,136.5,9,11,57,0,0,1,0.0,0,RR
62,pathum nissanka,135.5,10,0,0,33,12,2,0.0,0,DC
63,ravi bishnoi,134.5,9,11,42,0,0,5,0.0,0,RR
64,ruturaj gaikwad,134.0,12,0,0,28,10,5,1.5,0,CSK
65,jasprit bumrah,133.0,12,3,100,1,0,1,1.0,0,MI
66,yuzvendra chahal,130.5,13,10,50,0,0,3,0.0,0,PBKS
67,rishabh pant,130.0,12,0,0,25,9,9,1.5,0,LSG
68,nitish rana,130.0,9,0,7,27,10,3,1.0,0,DC
69,rinku singh,129.5,12,0,0,25,11,9,0.0,0,KKR
70,marcus stoinis,129.0,12,2,10,23,11,1,0.5,0,PBKS
71,xavier bartlett,128.0,9,5,56,2,2,10,0.0,0,PBKS
72,tim david,127.5,13,0,1,18,21,2,0.0,0,RCB
73,shivang kumar,127.5,10,8,54,3,1,0,0.5,0,SRH
74,mitchell starc,125.0,5,9,44,0,0,2,1.0,0,DC
75,rohit sharma,125.0,7,0,0,21,19,0,0.0,0,MI
76,praful hinge,123.0,5,10,45,0,0,2,0.0,0,SRH
77,suyash sharma,123.0,11,8,67,0,0,0,0.0,0,RCB
78,romario shepherd,122.5,12,7,33,6,5,2,0.0,0,RCB
79,vyshak vijaykumar,121.5,9,9,46,0,0,1,1.0,0,PBKS
80,hardik pandya,121.0,8,4,34,16,4,2,0.0,0,MI
81,mukesh kumar,118.5,10,6,62,0,0,3,1.0,0,DC
82,aiden markram,116.5,12,0,8,20,11,8,0.0,0,LSG
83,harsh dubey,113.0,8,8,39,2,0,4,0.0,0,SRH
84,ajinkya rahane,112.0,12,0,0,17,14,7,0.0,0,KKR
85,sameer rizvi,110.5,11,0,0,15,17,3,0.0,0,DC
86,akeal hosein,108.0,6,7,51,0,0,2,0.0,0,CSK
87,shardul thakur,107.5,8,10,29,1,0,0,0.0,0,MI
88,kuldeep yadav,106.0,10,7,52,0,0,2,0.0,0,DC
89,nicholas pooran,106.0,12,0,0,11,17,5,0.5,0,LSG
90,kartik sharma,102.5,9,0,0,18,14,1,0.0,0,CSK
91,mukesh choudhary,101.0,6,5,54,0,0,2,1.0,0,CSK
92,pat cummins,100.0,5,5,47,1,3,2,0.0,0,SRH
93,sarfaraz khan,100.0,8,0,0,23,6,6,0.5,0,CSK
94,phil salt,99.5,6,0,0,16,11,6,0.0,0,RCB
95,corbin bosch,99.5,4,8,33,2,0,1,0.0,0,MI
96,ayush mhatre,98.0,6,0,0,20,12,0,0.0,0,CSK
97,tristan stubbs,97.5,13,0,0,18,9,6,0.0,0,DC
98,ashok sharma,97.5,6,6,53,0,0,1,0.0,0,GT
99,avesh khan,96.5,7,6,47,1,0,2,0.0,0,LSG
