POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,kagiso rabada,318.0,13,21,137,3,2,3,0.0,0,GT
2,bhuvneshwar kumar,297.5,12,22,112,3,1,1,0.0,0,RCB
3,abhishek sharma,271.5,12,0,6,43,37,5,0.0,0,SRH
4,anshul kamboj,268.5,12,19,106,2,2,2,0.5,0,CSK
5,sai sudharsan,264.5,13,0,0,55,25,3,1.0,0,GT
6,shubman gill,264.0,12,0,0,50,27,9,1.0,0,GT
7,vaibhav sooryavanshi,248.0,11,0,0,38,40,0,0.0,0,RR
8,mohammed siraj,246.0,12,14,138,0,0,4,0.0,0,GT
9,jofra archer,243.5,11,15,111,2,0,5,1.0,0,RR
10,jos buttler,242.0,13,0,0,41,20,19,1.5,1,GT
11,k l rahul,236.0,12,0,0,50,24,2,0.5,1,DC
12,kartik tyagi,235.5,12,16,98,1,1,4,0.5,0,KKR
13,rashid khan,235.0,13,16,97,4,0,4,0.0,0,GT
14,prince yadav,235.0,11,16,107,0,0,4,0.0,0,LSG
15,sanju samson,233.5,12,0,0,48,23,4,0.5,1,CSK
16,ryan rickelton,232.5,10,0,0,29,37,7,0.0,0,MI
17,mitchell marsh,231.5,12,0,0,40,31,4,0.0,0,LSG
18,sunil narine,230.5,11,13,113,2,4,3,0.0,0,KKR
19,ishan kishan,227.0,12,0,0,42,23,8,1.0,1,SRH
20,prabhsimran singh,227.0,12,0,0,48,21,6,0.5,0,PBKS
21,virat kohli,226.5,12,0,0,53,18,6,0.0,0,RCB
22,eshan malinga,226.0,12,16,90,0,0,3,1.5,0,SRH
23,jamie overton,223.0,10,14,60,13,6,1,0.0,0,CSK
24,cooper connolly,221.5,12,0,0,36,29,4,1.0,0,PBKS
25,heinrich klaasen,220.5,12,0,0,38,23,12,0.0,0,SRH
26,mohammad shami,215.0,12,10,122,2,3,3,0.0,0,LSG
27,nitish kumar reddy,211.0,11,7,48,14,16,8,0.0,0,SRH
28,cameron green,208.0,12,5,35,22,17,7,0.0,0,KKR
29,devdutt padikkal,206.0,12,0,0,38,20,10,1.0,0,RCB
30,arshdeep singh,204.0,12,13,100,0,0,4,0.0,0,PBKS
31,jason holder,198.5,7,13,68,2,3,6,0.0,0,GT
32,angkrish raghuvanshi,197.5,12,0,0,40,19,4,0.5,1,KKR
33,krunal pandya,197.5,12,10,63,10,9,2,0.0,0,RCB
34,priyansh arya,191.0,11,0,0,27,32,1,0.0,0,PBKS
35,shreyas iyer,187.5,12,0,0,28,25,6,0.0,0,PBKS
36,josh hazlewood,183.5,9,11,91,0,0,5,0.0,0,RCB
37,noor ahmad,183.5,12,12,83,0,1,4,0.0,0,CSK
38,dhruv jurel,181.0,11,0,0,30,14,14,1.5,1,RR
39,axar patel,180.0,12,10,65,11,2,3,0.0,0,DC
40,rajat patidar,180.0,12,0,0,18,31,7,0.0,0,RCB
41,travis head,178.0,12,0,0,38,22,0,0.0,0,SRH
42,finn allen,174.5,9,0,0,28,27,0,0.0,0,KKR
43,prasidh krishna,173.0,8,14,63,0,0,1,0.5,0,GT
44,tilak varma,169.0,12,0,0,30,16,10,0.0,0,MI
45,ravindra jadeja,159.5,11,8,46,15,4,1,0.5,0,RR
46,vaibhav arora,158.5,10,11,73,0,0,2,0.5,0,KKR
47,washington sundar,157.0,13,1,14,32,10,6,0.0,0,GT
48,yashasvi jaiswal,155.5,11,0,0,36,14,3,0.0,0,RR
49,marco jansen,152.0,12,7,75,1,3,6,0.0,0,PBKS
50,nandre burger,150.5,10,9,85,0,0,1,0.0,0,RR
51,am ghazanfar,149.0,9,13,58,0,0,0,0.0,0,MI
52,sakib hussain,148.5,8,12,59,0,0,1,0.0,0,SRH
53,varun chakaravarthy,145.0,9,10,64,0,0,2,0.0,0,KKR
54,naman dhir,144.0,12,0,0,30,13,7,0.0,0,MI
55,donovan ferreira,143.5,10,1,2,21,16,8,0.0,0,RR
