POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,ishan kishan,122.5,5,0,0,22,12,4,7.0,1,SRH
2,prasidh krishna,118.5,4,10,40,0,0,1,0.0,0,GT
3,vaibhav sooryavanshi,114.0,5,0,0,18,18,0,0.0,0,RR
4,jofra archer,112.5,5,7,49,0,0,3,7.0,0,RR
5,dhruv jurel,104.5,5,0,0,17,8,7,10.5,0,RR
6,ravi bishnoi,104.0,5,9,28,0,0,4,0.0,0,RR
7,rajat patidar,104.0,4,0,0,11,18,3,0.0,0,RCB
8,anshul kamboj,104.0,4,8,34,2,1,1,0.0,0,CSK
9,jos buttler,102.5,4,0,0,22,7,4,7.0,0,GT
10,nitish kumar reddy,94.5,5,2,15,7,10,4,0.0,0,SRH
11,yashasvi jaiswal,93.5,5,0,0,19,10,2,0.0,0,RR
12,jamie overton,88.5,3,5,19,6,4,1,0.0,0,CSK
13,mohammad shami,87.5,4,4,51,1,1,1,0.0,0,LSG
14,virat kohli,85.5,4,0,0,19,7,3,0.0,0,RCB
15,nandre burger,81.0,5,5,46,0,0,0,0.0,0,RR
16,rashid khan,81.0,4,5,33,3,0,1,0.0,0,GT
17,prince yadav,80.5,4,6,36,0,0,1,0.0,0,LSG
18,shubman gill,79.5,3,0,0,16,6,5,0.0,0,GT
19,eshan malinga,79.0,5,5,31,0,0,1,10.5,0,SRH
20,mukesh kumar,78.5,4,4,36,0,0,3,7.0,0,DC
21,jacob duffy,77.5,3,6,30,0,0,1,0.0,0,RCB
22,sameer rizvi,77.0,4,0,0,13,11,0,0.0,0,DC
23,devdutt padikkal,77.0,4,0,0,15,6,5,0.0,0,RCB
24,abhishek sharma,75.5,5,0,2,9,13,1,0.0,0,SRH
25,heinrich klaasen,74.0,5,0,0,13,8,3,0.0,0,SRH
26,prabhsimran singh,73.0,4,0,0,11,9,3,3.5,0,PBKS
27,harsh dubey,73.0,5,5,28,2,0,2,0.0,0,SRH
28,lungisani ngidi,72.0,4,5,34,0,0,0,0.0,0,DC
29,angkrish raghuvanshi,72.0,4,0,0,17,6,1,0.0,0,KKR
30,sandeep sharma,71.5,5,5,29,0,0,3,0.0,0,RR
31,kagiso rabada,71.5,4,4,34,1,2,0,0.0,0,GT
32,bhuvneshwar kumar,71.0,4,4,35,1,0,1,0.0,0,RCB
33,ryan rickelton,70.0,4,0,0,9,12,1,0.0,0,MI
34,phil salt,68.5,4,0,0,11,8,4,0.0,0,RCB
35,xavier bartlett,68.0,4,4,29,0,1,3,0.0,0,PBKS
36,sanju samson,67.0,4,0,0,17,5,0,0.0,0,CSK
37,hardik pandya,67.0,3,2,17,11,1,2,0.0,0,MI
38,tim david,66.0,4,0,1,8,12,0,0.0,0,RCB
39,shreyas iyer,66.0,4,0,0,9,10,1,0.0,0,PBKS
40,shivang kumar,65.5,4,4,26,2,0,0,3.5,0,SRH
41,sarfaraz khan,65.5,4,0,0,16,4,2,3.5,0,CSK
42,ashok sharma,64.5,4,4,34,0,0,1,0.0,0,GT
43,vaibhav arora,64.0,4,5,29,0,0,0,0.0,0,KKR
44,aiden markram,64.0,4,0,4,14,5,3,0.0,0,LSG
45,rohit sharma,63.5,4,0,0,13,8,0,0.0,0,MI
46,sai sudharsan,63.0,4,0,0,16,3,1,7.0,0,GT
47,mohammed siraj,61.5,4,3,38,0,0,1,0.0,0,GT
48,jaydev unadkat,61.5,4,4,23,0,0,3,0.0,0,SRH
49,washington sundar,60.0,4,1,7,11,3,2,0.0,0,GT
50,ayush mhatre,60.0,4,0,0,9,9,0,0.0,0,CSK
51,krunal pandya,59.5,4,5,22,0,0,1,0.0,0,RCB
52,pathum nissanka,59.0,4,0,0,17,4,1,0.0,0,DC
53,ravindra jadeja,58.5,5,3,14,7,0,1,3.5,0,RR
54,priyansh arya,58.0,3,0,0,8,10,0,0.0,0,PBKS
55,vyshak vijaykumar,57.0,4,5,19,0,0,0,0.0,0,PBKS
56,travis head,56.5,5,0,0,17,4,0,0.0,0,SRH
57,rishabh pant,56.0,4,0,0,13,1,4,7.0,0,LSG
58,cooper connolly,55.5,4,0,0,12,5,2,0.0,0,PBKS
59,shardul thakur,55.5,4,5,15,1,0,0,0.0,0,MI
60,k l rahul,55.5,4,0,0,13,5,1,0.0,0,DC
61,tushar deshpande,54.5,3,3,17,0,3,1,3.5,0,RR
62,sherfane rutherford,54.0,4,0,0,4,11,1,0.0,0,MI
63,arshdeep singh,51.5,4,2,30,0,0,3,0.0,0,PBKS
64,t natarajan,50.0,4,4,19,0,0,0,0.0,0,DC
65,ajinkya rahane,50.0,4,0,0,8,7,1,0.0,0,KKR
66,suyash sharma,49.0,3,4,21,0,0,0,0.0,0,RCB
67,shivam dube,48.0,4,1,2,9,4,1,0.0,0,CSK
68,praful hinge,47.5,1,4,14,0,0,1,0.0,0,SRH
69,axar patel,47.5,4,3,24,0,0,1,0.0,0,DC
70,anukul roy,47.0,4,3,14,0,0,2,7.0,0,KKR
71,kartik tyagi,47.0,4,3,21,1,0,1,0.0,0,KKR
72,sunil narine,47.0,3,2,26,0,2,0,0.0,0,KKR
73,finn allen,46.5,4,0,0,13,4,0,0.0,0,KKR
74,marco jansen,46.5,4,2,24,0,1,2,0.0,0,PBKS
75,avesh khan,46.0,3,3,20,1,0,1,0.0,0,LSG
76,sakib hussain,45.0,1,4,14,0,0,0,0.0,0,SRH
77,blessing muzarabani,44.0,2,4,13,0,0,0,0.0,0,KKR
78,kuldeep yadav,44.0,4,3,18,0,0,2,0.0,0,DC
79,m choudhary,43.5,4,0,0,5,8,0,0.0,0,LSG
80,digvesh singh,43.5,3,3,20,0,0,1,0.0,0,LSG
81,surya kumar yadav,43.5,4,0,0,11,3,1,0.0,0,MI
82,riyan parag,42.0,5,2,4,3,4,1,0.0,0,RR
83,tristan stubbs,42.0,4,0,0,7,4,3,0.0,0,DC
84,romario shepherd,42.0,4,3,7,2,1,1,0.0,0,RCB
85,abhinandan singh,41.0,3,3,15,0,0,2,0.0,0,RCB
86,yuzvendra chahal,39.5,4,3,16,0,0,1,0.0,0,PBKS
87,mitchell santner,38.5,2,2,17,3,0,0,0.0,0,MI
88,jasprit bumrah,38.5,4,0,29,1,0,0,7.0,0,MI
89,noor ahmad,38.0,4,1,20,0,1,3,0.0,0,CSK
90,khaleel ahmed,38.0,4,1,31,0,0,0,0.0,0,CSK
91,brijesh sharma,37.5,2,3,14,0,0,1,0.0,0,RR
92,david miller,36.5,4,0,0,8,4,1,0.0,0,DC
93,donovan ferreira,36.0,4,0,0,7,3,2,0.0,0,RR
94,m siddharth,35.5,2,2,19,0,0,1,0.0,0,LSG
95,aniket verma,35.0,5,0,0,5,5,2,0.0,0,SRH
96,rinku singh,33.5,4,0,0,8,1,4,0.0,0,KKR
97,cameron green,33.0,4,1,4,5,2,1,0.0,0,KKR
98,mitchell marsh,32.5,4,0,0,6,5,0,0.0,0,LSG
99,ayush badoni,32.5,4,0,0,9,2,0,0.0,0,LSG
100,shashank singh,32.0,4,2,7,3,1,0,0.0,0,PBKS
101,tilak varma,30.0,4,0,0,6,0,6,0.0,0,MI
102,matt henry,29.0,3,2,10,1,0,1,0.0,0,CSK
103,shimron hetmyer,25.5,4,0,0,1,2,5,3.5,0,RR
104,mohsin khan,24.5,1,1,15,0,0,1,0.0,0,LSG
105,josh hazlewood,24.5,1,2,8,0,0,1,0.0,0,RCB
106,glenn phillips,24.5,4,0,0,2,2,5,0.0,0,GT
107,salil arora,24.0,4,0,0,2,4,2,0.0,0,SRH
108,am ghazanfar,24.0,2,2,10,0,0,0,0.0,0,MI
109,abdul samad,23.5,4,0,0,7,1,1,0.0,0,LSG
110,vipraj nigam,22.0,3,1,10,2,0,0,0.0,0,DC
111,naman dhir,22.0,4,0,0,6,2,0,0.0,0,MI
112,prashant veer,21.0,2,0,0,7,1,0,0.0,0,CSK
113,deepak chahar,20.5,2,1,11,1,0,0,0.0,0,MI
114,rovman powell,19.5,2,0,0,4,2,1,0.0,0,KKR
115,david payne,19.0,2,2,5,0,0,0,0.0,0,SRH
116,trent boult,19.0,3,1,12,0,0,0,0.0,0,MI
117,nitish rana,18.5,3,0,0,3,1,3,0.0,0,DC
118,corbin bosch,18.0,1,1,6,2,0,0,0.0,0,MI
119,rasikh dar,17.5,1,1,8,0,0,1,0.0,0,RCB
120,ruturaj gaikwad,17.0,4,0,0,4,1,0,3.5,0,CSK
121,rahul tewatia,16.0,4,0,0,3,1,2,0.0,0,GT
122,harshal patel,13.5,3,0,11,1,0,0,0.0,0,SRH
123,nicholas pooran,13.0,4,0,0,1,3,0,0.0,0,LSG
124,george linde,12.5,1,0,5,3,0,0,0.0,0,LSG
125,jitesh sharma,12.5,4,0,0,1,0,3,0.0,1,RCB
126,nehal wadhera,12.0,4,0,0,0,2,2,0.0,0,PBKS
127,varun chakaravarthy,11.0,2,0,6,0,0,2,0.0,0,KKR
128,kumar kushagra,10.0,1,0,0,3,0,1,0.0,0,GT
129,venkatesh iyer,9.5,1,0,0,1,2,0,0.0,0,RCB
130,ashutosh sharma,9.5,1,0,0,1,2,0,0.0,0,DC
131,marcus stoinis,9.5,4,0,1,2,0,0,3.5,0,PBKS
132,liam livingstone,8.5,1,0,0,0,1,2,0.0,0,SRH
133,shahrukh khan,8.5,4,0,0,1,1,1,0.0,0,GT
134,akeal hosein,8.5,1,0,6,0,0,1,0.0,0,CSK
135,mayank markande,7.5,3,0,5,0,0,1,0.0,0,MI
136,dewald brevis,7.5,1,0,0,0,0,3,0.0,0,CSK
137,ramandeep singh,7.5,4,0,0,1,0,2,0.0,0,KKR
138,kartik sharma,7.0,3,0,0,0,2,0,0.0,0,CSK
