POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,sameer rizvi,74.5,2,0,0,12,11,0,0.0,0,DC
2,ravi bishnoi,60.0,2,5,17,0,0,2,0.0,0,RR
3,dhruv jurel,57.5,2,0,0,9,5,3,7.0,0,RR
4,rohit sharma,55.0,2,0,0,11,7,0,0.0,0,MI
5,vyshak vijaykumar,54.0,2,5,16,0,0,0,0.0,0,PBKS
6,prasidh krishna,53.5,2,4,20,0,0,1,0.0,0,GT
7,ishan kishan,53.0,2,0,0,11,5,2,0.0,0,SRH
8,jaydev unadkat,51.5,2,4,13,0,0,3,0.0,0,SRH
9,cooper connolly,50.5,2,0,0,11,5,1,0.0,0,PBKS
10,angkrish raghuvanshi,50.0,2,0,0,12,4,0,0.0,0,KKR
11,mukesh kumar,49.5,2,2,21,0,0,3,7.0,0,DC
12,ryan rickelton,48.5,2,0,0,6,8,1,0.0,0,MI
13,kagiso rabada,48.5,2,3,18,1,2,0,0.0,0,GT
14,lungi ngidi,48.0,2,4,17,0,0,0,0.0,0,DC
15,anshul kamboj,47.5,2,4,17,1,0,0,0.0,0,CSK
16,vaibhav sooryavanshi,46.5,2,0,0,9,6,0,0.0,0,RR
17,jofra archer,46.0,2,2,27,0,0,2,0.0,0,RR
18,blessing muzarabani,44.0,2,4,13,0,0,0,0.0,0,KKR
19,t natarajan,43.0,2,4,12,0,0,0,0.0,0,DC
20,nandre burger,42.0,2,3,21,0,0,0,0.0,0,RR
21,devdutt padikkal,42.0,1,0,0,7,4,3,0.0,0,RCB
22,yashasvi jaiswal,42.0,2,0,0,9,4,1,0.0,0,RR
23,sai sudharsan,41.0,2,0,0,11,3,0,0.0,0,GT
24,finn allen,39.0,2,0,0,10,4,0,0.0,0,KKR
25,marco jansen,39.0,2,2,19,0,1,1,0.0,0,PBKS
26,vaibhav arora,38.0,2,3,17,0,0,0,0.0,0,KKR
27,rashid khan,38.0,2,2,14,3,0,1,0.0,0,GT
28,nitish kumar reddy,37.5,2,2,10,4,1,0,0.0,0,SRH
29,prabhsimran singh,37.5,2,0,0,7,5,1,0.0,0,PBKS
30,jacob duffy,37.0,1,3,13,0,0,0,0.0,0,RCB
31,yuzvendra chahal,36.5,2,3,13,0,0,1,0.0,0,PBKS
32,eshan malinga,36.0,2,2,9,0,0,1,10.5,0,SRH
33,ayush mhatre,35.5,2,0,0,6,5,0,0.0,0,CSK
34,virat kohli,35.5,1,0,0,5,5,1,0.0,0,RCB
35,ashok sharma,34.5,2,2,18,0,0,1,0.0,0,GT
36,ravindra jadeja,34.5,2,2,12,1,0,1,3.5,0,RR
37,shardul thakur,34.0,2,3,10,0,0,0,0.0,0,MI
38,axar patel,33.5,2,2,17,0,0,1,0.0,0,DC
39,shreyas iyer,33.0,2,0,0,4,5,1,0.0,0,PBKS
40,sarfaraz khan,33.0,2,0,0,8,2,1,3.5,0,CSK
41,jos buttler,32.0,2,0,0,8,2,2,0.0,0,GT
42,kartik tyagi,31.5,2,2,15,1,0,0,0.0,0,KKR
43,harsh dubey,31.0,2,2,7,2,0,2,0.0,0,SRH
44,kuldeep yadav,31.0,2,2,12,0,0,2,0.0,0,DC
45,rinku singh,31.0,2,0,0,8,1,3,0.0,0,KKR
46,travis head,30.5,2,0,0,8,3,0,0.0,0,SRH
47,ajinkya rahane,30.5,2,0,0,3,5,1,0.0,0,KKR
48,heinrich klaasen,30.0,2,0,0,6,2,2,0.0,0,SRH
49,xavier bartlett,29.0,2,1,16,0,1,1,0.0,0,PBKS
50,romario shepherd,29.0,1,3,5,0,0,0,0.0,0,RCB
51,abhishek sharma,28.5,2,0,1,4,5,0,0.0,0,SRH
52,matt henry,27.0,2,2,8,1,0,1,0.0,0,CSK
53,mohammed siraj,26.5,2,1,17,0,0,1,0.0,0,GT
