POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,abhishek sharma,213.5,8,0,2,36,28,3,0.0,0,SRH
2,vaibhav sooryavanshi,202.5,8,0,0,31,32,0,0.0,0,RR
3,jofra archer,201.5,8,13,88,1,0,4,7.0,0,RR
4,kagiso rabada,201.0,8,13,79,3,2,3,0.0,0,GT
5,anshul kamboj,196.0,8,14,75,2,2,2,0.0,0,CSK
6,bhuvneshwar kumar,187.0,8,14,72,1,0,1,0.0,0,RCB
7,eshan malinga,178.0,8,14,61,0,0,1,10.5,0,SRH
8,k l rahul,178.0,8,0,0,36,19,2,3.5,0,DC
9,prince yadav,176.0,7,13,77,0,0,2,0.0,0,LSG
10,ishan kishan,172.0,8,0,0,35,16,4,7.0,1,SRH
11,sai sudharsan,162.0,8,0,0,32,17,1,7.0,0,GT
12,jamie overton,162.0,7,9,37,13,6,1,0.0,0,CSK
13,virat kohli,160.5,8,0,0,37,14,4,0.0,0,RCB
14,nitish kumar reddy,160.0,8,5,33,9,14,7,0.0,0,SRH
15,sanju samson,159.0,8,0,0,33,15,3,0.0,1,CSK
16,mohammad shami,158.5,8,7,89,2,3,2,0.0,0,LSG
17,prabhsimran singh,158.5,7,0,0,31,16,5,3.5,0,PBKS
18,jos buttler,157.5,8,0,0,31,11,10,10.5,0,GT
19,mohammed siraj,149.5,8,8,86,0,0,3,0.0,0,GT
20,prasidh krishna,149.0,7,12,53,0,0,1,3.5,0,GT
21,shubman gill,148.0,7,0,0,30,14,6,0.0,0,GT
22,dhruv jurel,146.0,8,0,0,25,9,12,10.5,1,RR
23,devdutt padikkal,142.5,8,0,0,22,16,9,0.0,0,RCB
24,kartik tyagi,141.5,8,9,62,1,1,3,0.0,0,KKR
25,sunil narine,141.0,7,7,68,2,4,2,0.0,0,KKR
26,heinrich klaasen,138.0,8,0,0,25,14,7,0.0,0,SRH
27,shreyas iyer,135.5,7,0,0,17,21,3,0.0,0,PBKS
28,priyansh arya,133.5,6,0,0,16,25,0,0.0,0,PBKS
29,ravi bishnoi,132.5,8,11,40,0,0,5,0.0,0,RR
30,nandre burger,130.0,8,8,74,0,0,0,0.0,0,RR
31,mohsin khan,127.0,4,9,49,0,0,2,0.0,0,LSG
32,vaibhav arora,127.0,8,9,58,0,0,1,3.5,0,KKR
33,rajat patidar,126.5,8,0,0,12,23,4,0.0,0,RCB
34,yashasvi jaiswal,125.5,8,0,0,29,12,2,0.0,0,RR
35,rashid khan,125.0,8,8,56,3,0,1,0.0,0,GT
36,krunal pandya,125.0,8,9,45,3,2,1,0.0,0,RCB
37,josh hazlewood,121.5,5,8,55,0,0,3,0.0,0,RCB
38,cameron green,120.0,8,2,18,16,10,4,0.0,0,KKR
39,cooper connolly,118.5,7,0,0,22,15,2,0.0,0,PBKS
40,noor ahmad,115.5,8,7,50,0,1,4,0.0,0,CSK
41,ravindra jadeja,114.0,8,6,35,11,1,1,3.5,0,RR
42,arshdeep singh,113.5,7,7,54,0,0,3,0.0,0,PBKS
43,nitish rana,108.0,6,0,7,21,8,3,7.0,0,DC
44,rinku singh,106.5,8,0,0,20,8,9,0.0,0,KKR
45,aiden markram,103.0,8,0,8,19,10,5,0.0,0,LSG
46,harsh dubey,103.0,6,8,34,2,0,2,0.0,0,SRH
47,lungisani ngidi,102.5,6,7,47,0,0,0,3.5,0,DC
48,mukesh kumar,102.5,7,5,53,0,0,3,7.0,0,DC
49,tilak varma,101.5,7,0,0,21,7,7,0.0,0,MI
50,phil salt,99.5,6,0,0,16,11,6,0.0,0,RCB
51,rishabh pant,99.5,8,0,0,18,6,8,10.5,0,LSG
52,suyash sharma,98.0,7,6,56,0,0,0,0.0,0,RCB
53,ayush mhatre,98.0,6,0,0,20,12,0,0.0,0,CSK
54,ashok sharma,97.5,6,6,53,0,0,1,0.0,0,GT
55,varun chakaravarthy,97.0,6,7,40,0,0,2,0.0,0,KKR
56,axar patel,97.0,8,7,38,3,0,1,0.0,0,DC
57,angkrish raghuvanshi,95.5,8,0,0,24,7,2,0.0,0,KKR
58,sarfaraz khan,95.0,8,0,0,23,6,4,3.5,0,CSK
