POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,anshul kamboj,186.0,7,14,65,2,2,2,0.0,0,CSK
2,abhishek sharma,179.5,7,0,2,25,27,3,0.0,0,SRH
3,jofra archer,172.0,7,11,75,1,0,3,7.0,0,RR
4,prince yadav,166.0,6,13,67,0,0,2,0.0,0,LSG
5,kagiso rabada,155.0,6,10,57,3,2,3,0.0,0,GT
6,eshan malinga,153.0,7,12,50,0,0,1,10.5,0,SRH
7,sanju samson,151.5,7,0,0,31,15,3,0.0,0,CSK
8,jamie overton,149.0,6,9,35,10,5,1,0.0,0,CSK
9,prasidh krishna,148.0,6,12,52,0,0,1,3.5,0,GT
10,mohammad shami,144.5,7,7,81,1,2,2,0.0,0,LSG
11,vaibhav sooryavanshi,141.0,7,0,0,26,20,0,0.0,0,RR
12,bhuvneshwar kumar,135.0,6,10,51,1,0,1,0.0,0,RCB
13,nitish kumar reddy,131.0,7,4,29,7,11,6,0.0,0,SRH
14,ishan kishan,131.0,7,0,0,24,13,4,7.0,1,SRH
15,jos buttler,130.5,6,0,0,25,9,8,10.5,0,GT
16,ravi bishnoi,129.0,7,11,39,0,0,4,0.0,0,RR
17,sunil narine,124.5,6,6,61,2,4,1,0.0,0,KKR
18,shubman gill,124.0,5,0,0,27,10,5,0.0,0,GT
19,kartik tyagi,123.5,7,8,51,1,1,3,0.0,0,KKR
20,rajat patidar,123.0,6,0,0,12,22,4,0.0,0,RCB
21,heinrich klaasen,122.0,7,0,0,22,13,5,0.0,0,SRH
22,nandre burger,121.0,7,8,65,0,0,0,0.0,0,RR
23,yashasvi jaiswal,120.5,7,0,0,27,12,2,0.0,0,RR
24,dhruv jurel,117.0,7,0,0,17,8,11,10.5,1,RR
25,virat kohli,114.0,6,0,0,28,8,4,0.0,0,RCB
26,prabhsimran singh,113.0,6,0,0,22,11,4,3.5,0,PBKS
27,cooper connolly,112.5,6,0,0,21,14,2,0.0,0,PBKS
28,mohammed siraj,112.5,6,6,63,0,0,3,0.0,0,GT
29,priyansh arya,111.0,5,0,0,14,20,0,0.0,0,PBKS
30,ravindra jadeja,109.5,7,6,33,10,1,1,3.5,0,RR
31,arshdeep singh,103.5,6,6,51,0,0,3,0.0,0,PBKS
32,rashid khan,103.0,6,6,48,3,0,1,0.0,0,GT
33,harsh dubey,103.0,6,8,34,2,0,2,0.0,0,SRH
34,noor ahmad,102.5,7,6,44,0,1,4,0.0,0,CSK
35,lungisani ngidi,102.5,6,7,47,0,0,0,3.5,0,DC
36,vaibhav arora,102.0,7,7,47,0,0,1,3.5,0,KKR
37,tilak varma,101.5,7,0,0,21,7,7,0.0,0,MI
38,mukesh kumar,101.5,6,5,52,0,0,3,7.0,0,DC
39,phil salt,99.5,6,0,0,16,11,6,0.0,0,RCB
40,k l rahul,99.5,6,0,0,20,10,2,3.5,0,DC
41,krunal pandya,99.0,6,8,37,0,1,1,0.0,0,RCB
42,shreyas iyer,98.0,6,0,0,14,14,2,0.0,0,PBKS
43,ayush mhatre,98.0,6,0,0,20,12,0,0.0,0,CSK
44,ashok sharma,97.5,6,6,53,0,0,1,0.0,0,GT
45,cameron green,96.5,7,1,12,16,7,4,0.0,0,KKR
46,sarfaraz khan,95.0,7,0,0,23,6,4,3.5,0,CSK
47,angkrish raghuvanshi,93.0,7,0,0,23,7,2,0.0,0,KKR
48,sameer rizvi,91.5,6,0,0,15,13,1,0.0,0,DC
49,mitchell marsh,91.5,7,0,0,18,11,2,0.0,0,LSG
50,am ghazanfar,91.0,5,8,35,0,0,0,0.0,0,MI
51,hardik pandya,89.0,6,3,26,12,2,2,0.0,0,MI
52,devdutt padikkal,88.0,6,0,0,17,7,6,0.0,0,RCB
53,aiden markram,88.0,7,0,4,17,9,4,0.0,0,LSG
54,shivang kumar,87.5,6,5,35,3,1,0,3.5,0,SRH
55,xavier bartlett,86.0,6,4,37,0,1,7,0.0,0,PBKS
56,tim david,85.5,6,0,1,12,14,1,0.0,0,RCB
57,vyshak vijaykumar,85.0,6,6,33,0,0,0,7.0,0,PBKS
